SECCION;IPCC_SECTOR;IPCC_DIVISION;IPCC_CLASS;IPCC_SUBCLASS;CONTAMINANTE;UNIDAD;CO2EQ1990;CO2EQ1991;CO2EQ1992;CO2EQ1993;CO2EQ1994;CO2EQ1995;CO2EQ1996;CO2EQ1997;CO2EQ1998;CO2EQ1999;CO2EQ2000;CO2EQ2001;CO2EQ2002;CO2EQ2003;CO2EQ2004;CO2EQ2005;CO2EQ2006;CO2EQ2007;CO2EQ2008;CO2EQ2009;CO2EQ2010;CO2EQ2011;CO2EQ2012;CO2EQ2013;CO2EQ2014;CO2EQ2015;CO2EQ2016;CO2EQ2017;CO2EQ2018;CO2EQ2019;CO2EQ2020;EM1990;EM1991;EM1992;EM1993;EM1994;EM1995;EM1996;EM1997;EM1998;EM1999;EM2000;EM2001;EM2002;EM2003;EM2004;EM2005;EM2006;EM2007;EM2008;EM2009;EM2010;EM2011;EM2012;EM2013;EM2014;EM2015;EM2016;EM2017;EM2018;EM2019;EM2020;;;;;;;;;;
LULUCF;4;C;2;2;CO2;Gg;-2.702,52;-2.644,81;-2.587,03;-2.529,23;-2.471,34;-2.413,43;-2.355,46;-2.297,45;-2.239,43;-2.181,31;-2.123,17;-2.109,24;-2.095,31;-2.081,35;-2.067,39;-2.053,43;-1.843,08;-1.649,30;-1.515,62;-1.365,26;-1.241,14;-1.117,03;-992,92;-868,80;-744,69;-620,57;-496,46;-372,34;-248,23;-124,11;0,00;-2.702,52;-2.644,81;-2.587,03;-2.529,23;-2.471,34;-2.413,43;-2.355,46;-2.297,45;-2.239,43;-2.181,31;-2.123,17;-2.109,24;-2.095,31;-2.081,35;-2.067,39;-2.053,43;-1.843,08;-1.649,30;-1.515,62;-1.365,26;-1.241,14;-1.117,03;-992,92;-868,80;-744,69;-620,57;-496,46;-372,34;-248,23;-124,11;0,00;;;;;;;;;;
LULUCF;4;C;2;3;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;C;2;4;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;C;2;5;CO2;Gg;-177,07;-167,04;-164,08;-150,90;-150,90;-126,56;-119,49;-108,01;-66,80;-36,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;-177,07;-167,04;-164,08;-150,90;-150,90;-126,56;-119,49;-108,01;-66,80;-36,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;D;1;1;CH4;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;D;1;1;CO2;Gg;30,58;30,15;24,81;21,11;18,37;21,36;17,67;18,98;20,21;19,20;19,32;19,59;22,25;24,87;25,20;32,22;38,66;38,38;35,76;25,84;28,60;38,12;27,03;36,16;36,46;34,89;49,76;37,33;40,87;35,37;35,37;30,58;30,15;24,81;21,11;18,37;21,36;17,67;18,98;20,21;19,20;19,32;19,59;22,25;24,87;25,20;32,22;38,66;38,38;35,76;25,84;28,60;38,12;27,03;36,16;36,46;34,89;49,76;37,33;40,87;35,37;35,37;;;;;;;;;;
LULUCF;4;D;1;1;N2O;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;D;1;2;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;D;2;0;N2O;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;D;2;2;CO2;Gg;-167,04;-165,32;-163,45;-161,67;-159,93;-158,10;-156,31;-154,61;-152,92;-151,17;-149,51;-194,06;-194,06;-194,06;-194,06;-194,06;-173,36;-161,14;-145,75;-126,58;-69,65;-59,66;-49,67;-41,57;-30,01;-18,45;-6,89;4,67;16,23;27,79;39,35;-167,04;-165,32;-163,45;-161,67;-159,93;-158,10;-156,31;-154,61;-152,92;-151,17;-149,51;-194,06;-194,06;-194,06;-194,06;-194,06;-173,36;-161,14;-145,75;-126,58;-69,65;-59,66;-49,67;-41,57;-30,01;-18,45;-6,89;4,67;16,23;27,79;39,35;;;;;;;;;;
LULUCF;4;E;1;1;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;E;2;0;N2O;Gg;24,32;25,04;25,77;26,49;27,21;27,93;28,65;29,37;30,09;30,81;31,52;33,00;34,48;35,96;37,44;38,92;41,21;43,48;45,77;48,03;49,03;50,03;51,03;52,03;53,02;54,02;55,02;56,02;57,01;58,01;59,01;0,08;0,08;0,09;0,09;0,09;0,09;0,10;0,10;0,10;0,10;0,11;0,11;0,12;0,12;0,13;0,13;0,14;0,15;0,15;0,16;0,16;0,17;0,17;0,17;0,18;0,18;0,18;0,19;0,19;0,19;0,20;;;;;;;;;;
LULUCF;4;E;2;1;CO2;Gg;223,64;223,72;223,74;223,72;223,67;223,57;223,45;223,28;223,16;223,13;223,21;260,38;259,99;259,49;258,94;258,30;253,15;242,59;253,67;242,24;187,77;189,31;190,85;192,40;193,94;195,48;197,03;198,57;200,11;201,66;203,20;223,64;223,72;223,74;223,72;223,67;223,57;223,45;223,28;223,16;223,13;223,21;260,38;259,99;259,49;258,94;258,30;253,15;242,59;253,67;242,24;187,77;189,31;190,85;192,40;193,94;195,48;197,03;198,57;200,11;201,66;203,20;;;;;;;;;;
LULUCF;4;E;2;2;CO2;Gg;287,30;294,31;301,33;308,37;315,43;322,50;329,58;336,68;343,78;350,91;358,05;514,75;529,39;544,03;558,68;573,32;591,15;608,98;626,82;644,67;653,56;662,45;671,34;680,23;689,12;698,01;706,90;715,79;724,68;733,57;742,46;287,30;294,31;301,33;308,37;315,43;322,50;329,58;336,68;343,78;350,91;358,05;514,75;529,39;544,03;558,68;573,32;591,15;608,98;626,82;644,67;653,56;662,45;671,34;680,23;689,12;698,01;706,90;715,79;724,68;733,57;742,46;;;;;;;;;;
LULUCF;4;E;2;3;CO2;Gg;146,12;149,72;153,34;156,97;160,61;164,26;167,93;171,62;175,33;179,05;182,79;214,15;220,35;226,59;232,88;239,23;248,54;257,84;267,13;276,43;280,18;283,92;287,67;291,42;295,17;298,92;302,66;306,41;310,16;313,91;317,65;146,12;149,72;153,34;156,97;160,61;164,26;167,93;171,62;175,33;179,05;182,79;214,15;220,35;226,59;232,88;239,23;248,54;257,84;267,13;276,43;280,18;283,92;287,67;291,42;295,17;298,92;302,66;306,41;310,16;313,91;317,65;;;;;;;;;;
LULUCF;4;E;2;4;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;E;2;5;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;F;1;1;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;F;2;0;N2O;Gg;25,30;26,23;27,16;28,08;28,93;29,85;30,78;31,70;32,63;33,56;34,48;31,92;28,51;25,38;22,85;20,83;16,89;13,35;12,11;10,19;9,26;8,33;7,41;6,48;5,56;4,63;3,70;2,78;1,85;0,93;0,00;0,08;0,09;0,09;0,09;0,10;0,10;0,10;0,11;0,11;0,11;0,12;0,11;0,10;0,09;0,08;0,07;0,06;0,04;0,04;0,03;0,03;0,03;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,00;0,00;;;;;;;;;;
LULUCF;4;F;2;1;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;F;2;2;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;F;2;3;CO2;Gg;311,81;322,69;333,56;344,44;354,37;365,25;376,12;387,00;397,88;408,75;419,63;374,89;334,90;298,10;268,35;244,65;198,42;156,82;142,17;119,64;108,77;97,89;87,01;76,14;65,26;54,38;43,51;32,63;21,75;10,88;0,00;311,81;322,69;333,56;344,44;354,37;365,25;376,12;387,00;397,88;408,75;419,63;374,89;334,90;298,10;268,35;244,65;198,42;156,82;142,17;119,64;108,77;97,89;87,01;76,14;65,26;54,38;43,51;32,63;21,75;10,88;0,00;;;;;;;;;;
LULUCF;4;F;2;4;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;F;2;5;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
LULUCF;4;G;1;1;CO2;Gg;-2.019,73;-2.129,88;-997,07;-1.626,64;-1.829,13;-2.181,78;-2.071,57;-1.844,46;-1.357,73;-2.967,71;-3.396,35;-3.662,46;-3.834,82;-3.768,72;-3.792,82;-3.307,90;-3.874,34;-2.796,16;-2.244,88;-394,46;-367,80;-241,99;-33,28;-42,08;-867,05;-1.836,36;-1.703,79;-2.561,20;-2.748,77;-2.185,93;-1.567,18;-2.019,73;-2.129,88;-997,07;-1.626,64;-1.829,13;-2.181,78;-2.071,57;-1.844,46;-1.357,73;-2.967,71;-3.396,35;-3.662,46;-3.834,82;-3.768,72;-3.792,82;-3.307,90;-3.874,34;-2.796,16;-2.244,88;-394,46;-367,80;-241,99;-33,28;-42,08;-867,05;-1.836,36;-1.703,79;-2.561,20;-2.748,77;-2.185,93;-1.567,18;;;;;;;;;;
LULUCF;4;0;0;0;N2O;Gg;3,12;3,75;4,38;5,01;5,61;6,22;6,82;7,42;8,07;8,66;9,24;9,29;9,30;9,33;9,54;9,62;9,33;9,16;9,28;9,24;8,73;8,22;7,72;7,22;6,77;6,31;5,84;5,37;4,86;4,41;3,94;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,02;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,02;0,02;0,02;0,02;0,02;0,02;0,01;0,01;;;;;;;;;;
