SECCION;IPCC_SECTOR;IPCC_DIVISION;IPCC_CLASS;IPCC_SUBCLASS;CONTAMINANTE;UNIDAD;CO2EQ1990;CO2EQ1991;CO2EQ1992;CO2EQ1993;CO2EQ1994;CO2EQ1995;CO2EQ1996;CO2EQ1997;CO2EQ1998;CO2EQ1999;CO2EQ2000;CO2EQ2001;CO2EQ2002;CO2EQ2003;CO2EQ2004;CO2EQ2005;CO2EQ2006;CO2EQ2007;CO2EQ2008;CO2EQ2009;CO2EQ2010;CO2EQ2011;CO2EQ2012;CO2EQ2013;CO2EQ2014;CO2EQ2015;CO2EQ2016;CO2EQ2017;CO2EQ2018;CO2EQ2019;CO2EQ2020;EM1990;EM1991;EM1992;EM1993;EM1994;EM1995;EM1996;EM1997;EM1998;EM1999;EM2000;EM2001;EM2002;EM2003;EM2004;EM2005;EM2006;EM2007;EM2008;EM2009;EM2010;EM2011;EM2012;EM2013;EM2014;EM2015;EM2016;EM2017;EM2018;EM2019;EM2020;;;;;;;;;;
INV;2;B;1;;CO2;Gg;399,72;478,98;425,34;311,36;406,53;425,10;460,01;466,45;430,62;369,53;356,11;384,30;353,06;358,98;369,53;372,74;326,86;355,53;300,89;259,90;403,10;417,24;414,23;397,03;405,71;349,19;335,40;348,45;371,07;339,63;339,47;399,72;478,98;425,34;311,36;406,53;425,10;460,01;466,45;430,62;369,53;356,11;384,30;353,06;358,98;369,53;372,74;326,86;355,53;300,89;259,90;403,10;417,24;414,23;397,03;405,71;349,19;335,40;348,45;371,07;339,63;339,47;;;;;;;;;;
INV;2;B;2;;N2O;Gg;2.730,01;2.398,75;2.047,33;1.705,33;2.077,11;2.279,41;2.345,10;2.234,00;2.109,28;2.291,42;2.212,15;1.979,55;1.693,47;1.756,48;1.666,35;1.778,32;1.495,58;1.162,31;949,43;860,77;484,86;248,36;154,71;185,92;176,72;170,74;170,05;135,02;149,46;148,80;136,54;9,16;8,05;6,87;5,72;6,97;7,65;7,87;7,50;7,08;7,69;7,42;6,64;5,68;5,89;5,59;5,97;5,02;3,90;3,19;2,89;1,63;0,83;0,52;0,62;0,59;0,57;0,57;0,45;0,50;0,50;0,46;;;;;;;;;;
INV;2;B;4;a;N2O;Gg;125,27;120,39;145,91;153,31;156,99;163,68;169,56;190,09;186,01;185,14;196,74;194,43;209,36;220,59;237,14;244,59;240,62;255,28;217,75;224,40;249,94;208,31;254,87;253,56;248,24;253,69;265,83;258,94;275,68;259,65;260,61;0,42;0,40;0,49;0,51;0,53;0,55;0,57;0,64;0,62;0,62;0,66;0,65;0,70;0,74;0,80;0,82;0,81;0,86;0,73;0,75;0,84;0,70;0,86;0,85;0,83;0,85;0,89;0,87;0,93;0,87;0,87;;;;;;;;;;
INV;2;B;5;a;CH4;Gg;4,58;3,73;3,07;3,08;4,25;4,53;4,33;4,04;3,76;3,97;3,86;4,19;4,09;3,88;4,10;4,12;4,18;4,13;5,02;4,53;2,97;4,67;4,65;4,53;4,34;4,53;4,09;4,27;4,43;4,16;2,71;0,18;0,15;0,12;0,12;0,17;0,18;0,17;0,16;0,15;0,16;0,15;0,17;0,16;0,16;0,16;0,16;0,17;0,17;0,20;0,18;0,12;0,19;0,19;0,18;0,17;0,18;0,16;0,17;0,18;0,17;0,11;;;;;;;;;;
INV;2;B;5;a;CO2;Gg;41,00;33,43;27,53;27,55;38,05;40,59;38,76;36,18;33,69;35,52;34,59;37,54;36,67;34,78;36,72;36,93;37,49;37,04;44,95;40,55;26,42;42,06;43,10;41,28;39,59;40,83;37,52;39,57;40,52;38,30;24,83;41,00;33,43;27,53;27,55;38,05;40,59;38,76;36,18;33,69;35,52;34,59;37,54;36,67;34,78;36,72;36,93;37,49;37,04;44,95;40,55;26,42;42,06;43,10;41,28;39,59;40,83;37,52;39,57;40,52;38,30;24,83;;;;;;;;;;
INV;2;B;5;b;CO2;Gg;35,26;26,17;25,16;19,79;25,65;30,25;30,01;28,57;30,39;31,17;25,14;26,47;28,39;34,01;31,23;27,35;27,67;27,70;27,72;24,26;19,86;25,19;21,13;20,13;18,79;15,21;17,58;15,06;18,07;19,83;18,34;35,26;26,17;25,16;19,79;25,65;30,25;30,01;28,57;30,39;31,17;25,14;26,47;28,39;34,01;31,23;27,35;27,67;27,70;27,72;24,26;19,86;25,19;21,13;20,13;18,79;15,21;17,58;15,06;18,07;19,83;18,34;;;;;;;;;;
INV;2;B;7;;CO2;Gg;270,19;253,38;209,45;220,67;253,26;305,70;297,66;266,98;253,55;257,29;279,13;305,32;331,27;305,69;315,02;348,74;350,84;333,40;327,99;235,14;264,53;296,93;294,59;269,87;307,28;308,33;334,36;318,45;301,37;321,41;265,59;270,19;253,38;209,45;220,67;253,26;305,70;297,66;266,98;253,55;257,29;279,13;305,32;331,27;305,69;315,02;348,74;350,84;333,40;327,99;235,14;264,53;296,93;294,59;269,87;307,28;308,33;334,36;318,45;301,37;321,41;265,59;;;;;;;;;;
INV;2;B;8;b;CH4;Gg;77,50;74,15;74,05;80,51;89,70;90,10;92,97;89,18;97,21;101,77;96,35;98,50;95,76;103,33;106,61;103,95;102,29;110,65;85,94;92,38;100,92;97,67;85,12;78,87;97,55;102,78;105,89;105,27;104,73;94,93;98,50;3,10;2,97;2,96;3,22;3,59;3,60;3,72;3,57;3,89;4,07;3,85;3,94;3,83;4,13;4,26;4,16;4,09;4,43;3,44;3,70;4,04;3,91;3,40;3,15;3,90;4,11;4,24;4,21;4,19;3,80;3,94;;;;;;;;;;
INV;2;B;8;b;CO2;Gg;1.403,66;1.342,18;1.340,38;1.457,29;1.650,00;1.652,30;1.712,95;1.603,72;1.752,54;1.833,09;1.735,43;1.774,12;1.724,77;1.850,21;1.912,55;1.860,72;1.835,83;1.989,67;1.554,11;1.660,28;1.800,55;1.743,76;1.504,63;1.410,70;1.741,49;1.825,72;1.879,54;1.873,36;1.873,61;1.736,92;1.853,81;1.403,66;1.342,18;1.340,38;1.457,29;1.650,00;1.652,30;1.712,95;1.603,72;1.752,54;1.833,09;1.735,43;1.774,12;1.724,77;1.850,21;1.912,55;1.860,72;1.835,83;1.989,67;1.554,11;1.660,28;1.800,55;1.743,76;1.504,63;1.410,70;1.741,49;1.825,72;1.879,54;1.873,36;1.873,61;1.736,92;1.853,81;;;;;;;;;;
INV;2;B;8;c;CO2;Gg;2,74;2,62;2,66;2,63;2,97;2,97;3,07;3,02;3,11;3,27;3,07;3,18;3,39;3,45;3,73;3,58;3,72;3,85;3,19;2,97;3,32;3,62;3,56;3,37;3,57;3,74;3,89;3,85;3,25;3,43;3,42;2,74;2,62;2,66;2,63;2,97;2,97;3,07;3,02;3,11;3,27;3,07;3,18;3,39;3,45;3,73;3,58;3,72;3,85;3,19;2,97;3,32;3,62;3,56;3,37;3,57;3,74;3,89;3,85;3,25;3,43;3,42;;;;;;;;;;
INV;2;B;8;d;CH4;Gg;1,24;1,34;1,22;1,21;1,39;1,73;1,59;1,73;1,97;2,07;1,98;1,99;2,11;2,21;2,25;2,09;2,33;2,37;2,13;1,22;1,92;2,37;2,39;2,56;2,51;2,75;2,62;2,80;2,74;2,49;0,80;0,05;0,05;0,05;0,05;0,06;0,07;0,06;0,07;0,08;0,08;0,08;0,08;0,08;0,09;0,09;0,08;0,09;0,09;0,09;0,05;0,08;0,09;0,10;0,10;0,10;0,11;0,10;0,11;0,11;0,10;0,03;;;;;;;;;;
INV;2;B;8;d;CO2;Gg;22,02;23,75;21,62;21,42;24,68;30,68;28,26;30,62;34,86;36,75;35,08;35,35;37,47;39,20;39,90;37,10;41,30;42,00;37,80;21,70;33,95;42,00;42,35;45,33;44,40;48,76;46,50;49,58;48,51;44,07;14,25;22,02;23,75;21,62;21,42;24,68;30,68;28,26;30,62;34,86;36,75;35,08;35,35;37,47;39,20;39,90;37,10;41,30;42,00;37,80;21,70;33,95;42,00;42,35;45,33;44,40;48,76;46,50;49,58;48,51;44,07;14,25;;;;;;;;;;
INV;2;B;8;e;CH4;Gg;0,38;0,42;0,44;0,43;0,45;0,54;0,54;0,37;0,55;0,47;0,55;0,51;0,52;0,61;0,51;0,54;0,65;0,78;0,36;0,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,03;0,03;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;B;8;e;CO2;Gg;84,11;92,56;98,41;96,58;100,99;120,20;120,49;82,63;121,99;103,58;121,72;113,12;115,36;134,71;113,14;120,13;143,96;173,99;80,61;27,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;84,11;92,56;98,41;96,58;100,99;120,20;120,49;82,63;121,99;103,58;121,72;113,12;115,36;134,71;113,14;120,13;143,96;173,99;80,61;27,44;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;B;8;f;CH4;Gg;0,10;0,11;0,14;0,15;0,15;0,14;0,14;0,16;0,16;0,16;0,15;0,16;0,14;0,14;0,09;0,08;0,08;0,08;0,08;0,07;0,09;0,09;0,08;0,08;0,09;0,09;0,10;0,10;0,11;0,11;0,09;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;B;8;f;CO2;Gg;170,98;189,22;249,78;256,55;270,57;236,78;249,84;281,46;284,04;281,46;263,35;272,76;238,13;238,12;155,94;135,52;141,48;150,27;112,75;110,41;130,67;130,05;108,47;93,73;98,49;92,62;108,23;107,96;118,23;108,71;100,04;170,98;189,22;249,78;256,55;270,57;236,78;249,84;281,46;284,04;281,46;263,35;272,76;238,13;238,12;155,94;135,52;141,48;150,27;112,75;110,41;130,67;130,05;108,47;93,73;98,49;92,62;108,23;107,96;118,23;108,71;100,04;;;;;;;;;;
INV;2;B;9;a;HFC-23;Gg;3.039,92;2.756,35;3.494,58;2.856,40;4.373,40;5.866,72;6.395,08;7.318,60;6.423,20;7.451,80;7.997,92;3.671,88;1.301,22;1.989,12;574,19;422,10;653,42;534,87;417,82;312,66;499,86;62,74;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,21;0,19;0,24;0,19;0,30;0,40;0,43;0,49;0,43;0,50;0,54;0,25;0,09;0,13;0,04;0,03;0,04;0,04;0,03;0,02;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;B;9;b;HFC-143a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;23,56;42,89;48,30;41,39;63,59;82,87;60,41;59,41;54,62;62,00;63,21;60,32;52,30;50,72;61,45;58,76;61,02;56,81;40,59;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,02;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;B;9;b;HFC-227ea;Gg;0,00;0,00;0,00;0,00;0,00;0,00;3,22;2,91;5,07;14,17;19,74;21,74;22,35;20,22;13,94;12,27;12,82;18,84;4,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;B;9;b;HFC-23;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;88,80;131,87;334,18;345,88;343,66;259,89;381,50;304,54;584,07;354,31;287,86;157,18;111,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,02;0,02;0,02;0,02;0,03;0,02;0,04;0,02;0,02;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;B;9;b;HFC-32;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,31;3,87;9,79;10,45;10,30;11,08;12,02;8,92;15,53;13,79;10,62;10,58;6,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,02;0,02;0,02;0,02;0,01;0,02;0,02;0,02;0,02;0,01;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;B;10;b;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;207,39;311,96;491,38;630,95;738,30;816,65;866,23;849,05;891,44;823,63;848,09;930,85;847,71;837,18;853,12;891,91;868,82;884,45;772,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;207,39;311,96;491,38;630,95;738,30;816,65;866,23;849,05;891,44;823,63;848,09;930,85;847,71;837,18;853,12;891,91;868,82;884,45;772,48;;;;;;;;;;
INV;2;C;1;a;CO2;Gg;1.044,69;1.041,52;958,84;1.017,45;1.032,90;816,76;730,40;845,81;906,53;898,44;927,56;961,27;956,55;897,82;957,70;1.174,95;1.275,67;1.180,07;1.110,13;950,13;985,27;895,12;667,95;737,37;710,56;774,88;649,81;696,66;690,80;640,05;508,26;1.044,69;1.041,52;958,84;1.017,45;1.032,90;816,76;730,40;845,81;906,53;898,44;927,56;961,27;956,55;897,82;957,70;1.174,95;1.275,67;1.180,07;1.110,13;950,13;985,27;895,12;667,95;737,37;710,56;774,88;649,81;696,66;690,80;640,05;508,26;;;;;;;;;;
INV;2;C;1;b;CO2;Gg;246,00;246,79;223,05;237,27;240,40;183,08;166,92;188,13;197,41;187,85;219,66;114,51;226,43;226,63;347,14;453,31;532,68;458,21;437,52;432,18;461,81;372,31;232,18;295,26;355,71;336,19;304,05;334,22;344,16;346,18;400,33;246,00;246,79;223,05;237,27;240,40;183,08;166,92;188,13;197,41;187,85;219,66;114,51;226,43;226,63;347,14;453,31;532,68;458,21;437,52;432,18;461,81;372,31;232,18;295,26;355,71;336,19;304,05;334,22;344,16;346,18;400,33;;;;;;;;;;
INV;2;C;1;d;CH4;Gg;27,72;28,47;25,74;26,38;26,36;18,46;16,78;11,80;9,89;16,18;21,27;21,20;20,94;19,45;21,26;21,42;20,51;21,62;20,89;15,88;19,59;19,17;16,13;18,29;21,05;21,58;20,40;21,69;20,19;19,85;12,04;1,11;1,14;1,03;1,06;1,05;0,74;0,67;0,47;0,40;0,65;0,85;0,85;0,84;0,78;0,85;0,86;0,82;0,86;0,84;0,64;0,78;0,77;0,65;0,73;0,84;0,86;0,82;0,87;0,81;0,79;0,48;;;;;;;;;;
INV;2;C;1;d;CO2;Gg;537,63;577,51;534,10;577,17;574,08;185,09;161,49;146,27;155,26;165,10;262,73;250,84;251,44;278,25;259,48;333,84;439,48;344,34;342,21;336,32;348,13;285,56;167,38;189,81;218,45;224,00;211,70;225,15;209,55;206,03;124,92;537,63;577,51;534,10;577,17;574,08;185,09;161,49;146,27;155,26;165,10;262,73;250,84;251,44;278,25;259,48;333,84;439,48;344,34;342,21;336,32;348,13;285,56;167,38;189,81;218,45;224,00;211,70;225,15;209,55;206,03;124,92;;;;;;;;;;
INV;2;C;1;f;CH4;Gg;0,07;0,06;0,06;0,06;0,07;0,01;0,03;0,05;0,05;0,04;0,03;0,04;0,04;0,03;0,02;0,03;0,02;0,03;0,03;0,01;0,04;0,03;0,05;0,05;0,10;0,17;0,14;0,04;0,05;0,03;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;C;1;f;CO2;Gg;672,41;537,79;522,62;611,19;630,47;95,14;239,75;328,18;353,58;261,76;174,42;272,75;265,86;172,45;72,33;122,60;104,53;117,70;118,18;75,06;322,48;85,28;353,53;329,34;709,78;1.539,29;1.250,57;164,29;361,62;205,71;288,16;672,41;537,79;522,62;611,19;630,47;95,14;239,75;328,18;353,58;261,76;174,42;272,75;265,86;172,45;72,33;122,60;104,53;117,70;118,18;75,06;322,48;85,28;353,53;329,34;709,78;1.539,29;1.250,57;164,29;361,62;205,71;288,16;;;;;;;;;;
INV;2;C;1;f;N2O;Gg;0,08;0,07;0,07;0,08;0,08;0,01;0,03;0,05;0,06;0,04;0,03;0,05;0,04;0,03;0,02;0,03;0,03;0,03;0,03;0,01;0,05;0,03;0,06;0,06;0,12;0,20;0,17;0,04;0,06;0,04;0,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;C;2;;CH4;Gg;1,22;1,42;0,66;1,03;1,16;1,24;1,26;1,38;1,41;1,43;1,62;1,75;1,91;2,16;2,19;2,09;2,03;2,16;2,25;1,04;2,20;2,24;2,14;2,30;2,64;2,49;2,33;2,46;2,87;2,20;1,20;0,05;0,06;0,03;0,04;0,05;0,05;0,05;0,06;0,06;0,06;0,06;0,07;0,08;0,09;0,09;0,08;0,08;0,09;0,09;0,04;0,09;0,09;0,09;0,09;0,11;0,10;0,09;0,10;0,11;0,09;0,05;;;;;;;;;;
INV;2;C;2;;CO2;Gg;285,35;250,22;157,87;243,39;303,59;354,57;374,19;424,97;472,72;444,75;500,14;514,08;537,36;566,90;592,04;635,54;624,75;655,51;681,28;269,99;620,62;655,87;640,76;606,13;637,51;595,34;571,95;646,45;669,75;496,54;309,36;285,35;250,22;157,87;243,39;303,59;354,57;374,19;424,97;472,72;444,75;500,14;514,08;537,36;566,90;592,04;635,54;624,75;655,51;681,28;269,99;620,62;655,87;640,76;606,13;637,51;595,34;571,95;646,45;669,75;496,54;309,36;;;;;;;;;;
INV;2;C;3;a;CO2;Gg;610,29;607,96;611,38;602,95;569,78;609,74;608,48;611,96;605,05;610,31;615,44;625,72;637,76;640,53;648,51;661,65;681,66;672,14;686,09;595,79;617,82;684,13;581,80;573,27;581,14;596,87;608,03;610,36;614,14;392,64;354,19;610,29;607,96;611,38;602,95;569,78;609,74;608,48;611,96;605,05;610,31;615,44;625,72;637,76;640,53;648,51;661,65;681,66;672,14;686,09;595,79;617,82;684,13;581,80;573,27;581,14;596,87;608,03;610,36;614,14;392,64;354,19;;;;;;;;;;
INV;2;C;3;b;PFC-116;Gg;129,59;122,29;117,70;124,93;124,12;126,13;120,27;122,55;114,20;102,15;56,77;27,09;30,97;29,61;28,24;20,83;19,80;17,38;16,43;12,08;10,09;9,51;6,20;7,64;7,51;10,64;8,91;12,65;12,50;5,93;4,10;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;C;3;b;PFC-14;Gg;1.034,78;964,84;908,62;940,95;914,33;929,01;880,96;902,20;828,15;753,38;437,69;245,55;249,10;238,25;230,77;189,23;175,91;167,81;162,34;107,44;94,33;79,80;47,56;58,98;54,50;75,46;76,17;107,12;111,27;34,91;20,51;0,14;0,13;0,12;0,13;0,12;0,13;0,12;0,12;0,11;0,10;0,06;0,03;0,03;0,03;0,03;0,03;0,02;0,02;0,02;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,00;0,00;;;;;;;;;;
INV;2;C;5;;CO2;Gg;47,19;43,64;11,00;13,60;13,80;15,00;17,20;18,04;18,84;19,50;23,95;24,32;23,11;20,55;21,00;23,26;25,89;25,60;29,00;27,60;32,60;34,19;32,45;34,69;34,69;35,21;33,76;37,68;37,44;37,80;34,40;47,19;43,64;11,00;13,60;13,80;15,00;17,20;18,04;18,84;19,50;23,95;24,32;23,11;20,55;21,00;23,26;25,89;25,60;29,00;27,60;32,60;34,19;32,45;34,69;34,69;35,21;33,76;37,68;37,44;37,80;34,40;;;;;;;;;;
INV;2;C;6;;CO2;Gg;33,16;36,42;42,02;47,78;42,30;40,24;40,58;43,81;46,60;41,11;56,37;52,92;57,52;51,76;56,66;54,40;55,96;82,17;77,05;83,30;78,60;95,64;90,79;79,03;72,45;69,53;74,29;76,05;76,38;78,20;78,51;33,16;36,42;42,02;47,78;42,30;40,24;40,58;43,81;46,60;41,11;56,37;52,92;57,52;51,76;56,66;54,40;55,96;82,17;77,05;83,30;78,60;95,64;90,79;79,03;72,45;69,53;74,29;76,05;76,38;78,20;78,51;;;;;;;;;;
INV;2;C;7;;CO2;Gg;59,96;43,47;30,37;54,79;67,66;93,57;101,95;98,69;103,65;156,05;144,63;144,74;144,43;145,19;161,48;176,39;164,34;173,69;181,97;61,70;156,03;180,93;152,22;157,35;161,78;149,40;137,92;106,12;113,52;89,55;93,49;59,96;43,47;30,37;54,79;67,66;93,57;101,95;98,69;103,65;156,05;144,63;144,74;144,43;145,19;161,48;176,39;164,34;173,69;181,97;61,70;156,03;180,93;152,22;157,35;161,78;149,40;137,92;106,12;113,52;89,55;93,49;;;;;;;;;;
INV;2;D;1;;CO2;Gg;160,41;154,47;156,10;120,50;165,30;167,09;144,25;178,05;201,55;227,73;231,04;250,78;262,78;267,42;283,83;292,25;299,09;314,07;353,66;310,23;316,17;292,66;300,57;280,54;286,03;294,06;306,36;317,81;321,21;327,22;276,99;160,41;154,47;156,10;120,50;165,30;167,09;144,25;178,05;201,55;227,73;231,04;250,78;262,78;267,42;283,83;292,25;299,09;314,07;353,66;310,23;316,17;292,66;300,57;280,54;286,03;294,06;306,36;317,81;321,21;327,22;276,99;;;;;;;;;;
INV;2;D;2;;CO2;Gg;32,43;31,84;24,76;27,71;30,66;31,25;110,26;91,98;114,97;206,36;224,64;187,49;79,60;41,86;34,79;94,34;61,32;24,76;18,87;20,05;20,64;25,35;17,10;42,45;44,81;24,76;25,94;25,94;27,12;25,94;24,76;32,43;31,84;24,76;27,71;30,66;31,25;110,26;91,98;114,97;206,36;224,64;187,49;79,60;41,86;34,79;94,34;61,32;24,76;18,87;20,05;20,64;25,35;17,10;42,45;44,81;24,76;25,94;25,94;27,12;25,94;24,76;;;;;;;;;;
INV;2;D;3;c;CO2;Gg;739,17;717,24;675,02;605,28;615,55;630,42;666,80;690,81;735,32;746,63;751,43;732,22;737,15;684,55;668,36;630,98;600,28;580,53;525,58;452,55;441,83;410,16;374,29;364,64;357,05;357,09;371,71;386,45;395,02;384,68;380,70;739,17;717,24;675,02;605,28;615,55;630,42;666,80;690,81;735,32;746,63;751,43;732,22;737,15;684,55;668,36;630,98;600,28;580,53;525,58;452,55;441,83;410,16;374,29;364,64;357,05;357,09;371,71;386,45;395,02;384,68;380,70;;;;;;;;;;
INV;2;D;3;d;CO2;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,66;14,84;25,34;32,74;35,07;36,81;37,65;36,55;36,68;40,48;47,00;52,31;55,34;57,40;57,86;55,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,66;14,84;25,34;32,74;35,07;36,81;37,65;36,55;36,68;40,48;47,00;52,31;55,34;57,40;57,86;55,87;;;;;;;;;;
INV;2;F;1;a;HFC-PFC;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,21;149,82;201,28;157,09;148,55;171,57;263,92;486,31;432,48;432,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;38,21;149,82;201,28;157,09;148,55;171,57;263,92;486,31;432,48;432,28;;;;;;;;;;
INV;2;F;1;a;HFC-125;Gg;0,00;0,00;0,00;0,00;0,00;0,00;44,84;91,88;193,33;306,91;453,43;603,77;744,20;897,48;1.061,60;1.257,46;1.477,40;1.684,08;1.783,20;1.676,89;1.682,16;1.669,04;1.630,94;1.613,07;1.630,25;852,34;751,41;593,98;419,22;401,96;319,74;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03;0,06;0,09;0,13;0,17;0,21;0,26;0,30;0,36;0,42;0,48;0,51;0,48;0,48;0,48;0,47;0,46;0,47;0,24;0,21;0,17;0,12;0,11;0,09;;;;;;;;;;
INV;2;F;1;a;HFC-134a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;20,25;59,24;112,89;170,65;245,80;319,65;386,62;465,67;536,41;621,08;719,87;791,42;829,81;747,81;745,54;729,38;698,12;689,52;702,63;270,78;337,28;235,10;56,74;155,60;72,10;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04;0,08;0,12;0,17;0,22;0,27;0,33;0,38;0,43;0,50;0,55;0,58;0,52;0,52;0,51;0,49;0,48;0,49;0,19;0,24;0,16;0,04;0,11;0,05;;;;;;;;;;
INV;2;F;1;a;HFC-143a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;67,69;138,69;223,71;318,84;441,51;567,36;684,90;812,89;949,77;1.113,10;1.295,95;1.467,99;1.551,65;1.463,85;1.468,29;1.447,59;1.387,10;1.359,22;1.383,16;589,32;569,21;312,05;184,37;169,57;120,31;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,03;0,05;0,07;0,10;0,13;0,15;0,18;0,21;0,25;0,29;0,33;0,35;0,33;0,33;0,32;0,31;0,30;0,31;0,13;0,13;0,07;0,04;0,04;0,03;;;;;;;;;;
INV;2;F;1;a;HFC-23;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,11;0,02;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;1;a;HFC-32;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6,54;13,87;23,33;33,04;42,12;52,07;62,75;75,50;89,90;103,40;109,70;102,65;102,99;101,92;98,87;97,40;98,72;70,88;61,61;64,19;52,98;53,26;45,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,02;0,03;0,05;0,06;0,08;0,09;0,11;0,13;0,15;0,16;0,15;0,15;0,15;0,15;0,14;0,15;0,11;0,09;0,10;0,08;0,08;0,07;;;;;;;;;;
